source	target	value
Functional Ceramics and Inorganics	Engineering Approaches to Manufacturing Operations	2
Functional Ceramics and Inorganics	Engineering Design	1
Functional Ceramics and Inorganics	Fuel Cell Technology	1
Functional Ceramics and Inorganics	Graphene and Carbon Nanotechnology	7
Functional Ceramics and Inorganics	Manufacturing Technologies	4
Functional Ceramics and Inorganics	Materials Engineering - Ceramics	3
Functional Ceramics and Inorganics	Materials Engineering - Composites	3
Functional Ceramics and Inorganics	Materials Engineering - Metals & Alloys	5
Functional Ceramics and Inorganics	Materials For Energy Applications	25
Functional Ceramics and Inorganics	Medical Imaging (inc medical image and vision computing)	1
Functional Ceramics and Inorganics	Microelectronics Design	5
Functional Ceramics and Inorganics	Microelectronics Device Technology	1
Functional Ceramics and Inorganics	Microsystems	1
Functional Ceramics and Inorganics	Non CMOS Device Technology	3
Functional Ceramics and Inorganics	Optoelectronic Devices and Circuits	3
Functional Ceramics and Inorganics	Performance and Inspection of Mechanical Structures and Systems	1
Functional Ceramics and Inorganics	Photonic Materials and Metamaterials	9
Functional Ceramics and Inorganics	Polymer Materials	18
Functional Ceramics and Inorganics	Process Systems: Components and Integration	1
Functional Ceramics and Inorganics	Quantum Fluids and Solids	2
Functional Ceramics and Inorganics	RF & Microwave Devices	8
Functional Ceramics and Inorganics	Solar Technology	1
Functional Ceramics and Inorganics	Spintronics	4
Functional Ceramics and Inorganics	Structural Engineering	1
Functional Ceramics and Inorganics	Superconductivity	6
Functional Ceramics and Inorganics	Surface Science	5
Functional Ceramics and Inorganics	Synthetic Coordination Chemistry	1
Functional Ceramics and Inorganics	Synthetic Organic Chemistry	1
Functional Ceramics and Inorganics	Synthetic Supramolecular Chemistry	1
Functional Ceramics and Inorganics	Water Engineering	1
Geometry & Topology	Algebra	39
Geometry & Topology	Biophysics and Soft Matter Physics	2
Geometry & Topology	Continuum Mechanics	11
Geometry & Topology	Information Systems	1
Geometry & Topology	Logic and Combinatorics	13
Geometry & Topology	Manufacturing Technologies	2
Geometry & Topology	Mathematical Analysis	20
Geometry & Topology	Mathematical Aspects of Operational Research	4
Geometry & Topology	Mathematical Physics	24
Geometry & Topology	Non-Linear Systems	8
Geometry & Topology	Number Theory	20
Geometry & Topology	Numerical Analysis	11
Geometry & Topology	Statistics and Applied Probability	11
Geometry & Topology	Theory of Computation	1
Graphene and Carbon Nanotechnology	Analytical Science	1
Graphene and Carbon Nanotechnology	Biomaterials and Tissue Engineering	1
Graphene and Carbon Nanotechnology	Catalysis	2
Graphene and Carbon Nanotechnology	Computational & Theoretical Chemistry	4
Graphene and Carbon Nanotechnology	Condensed Matter: Electronic Structure	7
Graphene and Carbon Nanotechnology	Condensed Matter: Magnetism and Magnetic Materials	3
Graphene and Carbon Nanotechnology	Electrochemical Sciences	1
Graphene and Carbon Nanotechnology	Energy Storage	1
Graphene and Carbon Nanotechnology	Fuel Cell Technology	1
Graphene and Carbon Nanotechnology	Functional Ceramics and Inorganics	7
Graphene and Carbon Nanotechnology	Manufacturing Technologies	8
Graphene and Carbon Nanotechnology	Materials Engineering - Composites	6
Graphene and Carbon Nanotechnology	Materials For Energy Applications	12
Graphene and Carbon Nanotechnology	Mathematical Physics	1
Graphene and Carbon Nanotechnology	Microsystems	1
Graphene and Carbon Nanotechnology	Non CMOS Device Technology	6
Graphene and Carbon Nanotechnology	Optical Devices and Subsystems	1
Graphene and Carbon Nanotechnology	Optoelectronic Devices and Circuits	4
Graphene and Carbon Nanotechnology	Performance and Inspection of Mechanical Structures and Systems	1
Graphene and Carbon Nanotechnology	Photonic Materials and Metamaterials	10
Graphene and Carbon Nanotechnology	Plasmonics	1
Graphene and Carbon Nanotechnology	Polymer Materials	11
Graphene and Carbon Nanotechnology	Process Systems: Components and Integration	1
Graphene and Carbon Nanotechnology	Programming Languages and Compilers	1
Graphene and Carbon Nanotechnology	RF & Microwave Devices	1
Graphene and Carbon Nanotechnology	Sensors and Instrumentation	1
Graphene and Carbon Nanotechnology	Spintronics	2
Graphene and Carbon Nanotechnology	Superconductivity	3
Graphene and Carbon Nanotechnology	Surface Science	1
Graphene and Carbon Nanotechnology	Synthetic Supramolecular Chemistry	2
Graphene and Carbon Nanotechnology	Water Engineering	1
Graphics and Visualisation	Artificial Intelligence Technologies	3
Graphics and Visualisation	Assistive Technology, Rehabilitation and Musculoskeletal Biomechanics	2
Graphics and Visualisation	Built Environment	1
Graphics and Visualisation	Databases	1
Graphics and Visualisation	Digital Signal Processing	2
Graphics and Visualisation	Engineering Design	2
Graphics and Visualisation	Human Communication in ICT	5
Graphics and Visualisation	Human-Computer Interaction	17
Graphics and Visualisation	ICT Networks & Distributed Systems	4
Graphics and Visualisation	Image and Vision Computing	13
Graphics and Visualisation	Information Systems	10
Graphics and Visualisation	Manufacturing Technologies	1
Graphics and Visualisation	Medical Imaging (inc medical image and vision computing)	2
Graphics and Visualisation	Mobile Computing	1
Graphics and Visualisation	Music and Acoustic Technology	1
Graphics and Visualisation	Natural Language Processing	1
Graphics and Visualisation	Performance and Inspection of Mechanical Structures and Systems	1
Graphics and Visualisation	Software Engineering	3
Graphics and Visualisation	Speech Technology	1
Graphics and Visualisation	Statistics and Applied Probability	1
Graphics and Visualisation	Transportation Operations and Management	1
Graphics and Visualisation	Vision, Hearing and Other Senses	2
Ground Engineering	Built Environment	7
Ground Engineering	Carbon Capture and Storage	2
Ground Engineering	Energy Efficiency (End Use Energy Demand)	1
Ground Engineering	Engineering Design	1
Ground Engineering	Materials Engineering - Composites	1
Ground Engineering	Materials For Energy Applications	1
Ground Engineering	Non-Linear Systems	1
Ground Engineering	Nuclear Fission	1
Ground Engineering	Numerical Analysis	1
Ground Engineering	Resource Efficiency	2
Ground Engineering	Sensors and Instrumentation	2
Ground Engineering	Spintronics	1
Ground Engineering	Statistics and Applied Probability	1
Ground Engineering	Structural Engineering	10
Ground Engineering	Sustainable Land Management	1
Ground Engineering	Transportation Operations and Management	4
Ground Engineering	Whole Energy Systems	1
Human Communication in ICT	Artificial Intelligence Technologies	6
Human Communication in ICT	Engineering Design	3
Human Communication in ICT	Graphics and Visualisation	5
Human Communication in ICT	Human-Computer Interaction	16
Human Communication in ICT	ICT Networks & Distributed Systems	2
Human Communication in ICT	Information Systems	11
Human Communication in ICT	Natural Language Processing	2
Human Communication in ICT	Pervasive and Ubiquitous Computing	1
Human Communication in ICT	Robotics	2
Human Communication in ICT	Speech Technology	3
Human Communication in ICT	Statistics and Applied Probability	1
Human Communication in ICT	Transportation Operations and Management	1
Human Communication in ICT	Vision, Hearing and Other Senses	1
Human-Computer Interaction	Architecture and Operating Systems	1
Human-Computer Interaction	Artificial Intelligence Technologies	31
Human-Computer Interaction	Assistive Technology, Rehabilitation and Musculoskeletal Biomechanics	5
Human-Computer Interaction	Bioenergy	1
Human-Computer Interaction	Biological Informatics	3
Human-Computer Interaction	Biomaterials and Tissue Engineering	1
Human-Computer Interaction	Built Environment	1
Human-Computer Interaction	Clinical Technologies (excluding imaging)	2
Human-Computer Interaction	Complexity Science	1
Human-Computer Interaction	Control Engineering	4
Human-Computer Interaction	Digital Signal Processing	4
Human-Computer Interaction	Energy Efficiency (End Use Energy Demand)	2
Human-Computer Interaction	Engineering Approaches to Manufacturing Operations	4
Human-Computer Interaction	Engineering Design	8
Human-Computer Interaction	Graphics and Visualisation	17
Human-Computer Interaction	Human Communication in ICT	16
Human-Computer Interaction	ICT Networks & Distributed Systems	26
Human-Computer Interaction	Image and Vision Computing	10
Human-Computer Interaction	Information Systems	67
Human-Computer Interaction	Materials Engineering - Ceramics	1
Human-Computer Interaction	Mathematical Aspects of Operational Research	1
Human-Computer Interaction	Maths of Computing	1
Human-Computer Interaction	Microsystems	1
Human-Computer Interaction	Mobile Computing	4
Human-Computer Interaction	Music and Acoustic Technology	6
Human-Computer Interaction	Natural Language Processing	9
Human-Computer Interaction	Performance and Inspection of Mechanical Structures and Systems	1
Human-Computer Interaction	Pervasive and Ubiquitous Computing	30
Human-Computer Interaction	Robotics	9
Human-Computer Interaction	Sensors and Instrumentation	3
Human-Computer Interaction	Software Engineering	8
Human-Computer Interaction	Statistics and Applied Probability	1
Human-Computer Interaction	Theory of Computation	2
Human-Computer Interaction	Transportation Operations and Management	3
Human-Computer Interaction	Verification and Correctness	2
Human-Computer Interaction	Vision, Hearing and Other Senses	2
Hydrogen and Alternative Energy Vectors	Bioenergy	3
Hydrogen and Alternative Energy Vectors	Carbon Capture and Storage	3
Hydrogen and Alternative Energy Vectors	Catalysis	6
Hydrogen and Alternative Energy Vectors	Electrochemical Sciences	3
Hydrogen and Alternative Energy Vectors	Energy Efficiency (End Use Energy Demand)	1
Hydrogen and Alternative Energy Vectors	Fuel Cell Technology	9
Hydrogen and Alternative Energy Vectors	Manufacturing Technologies	1
Hydrogen and Alternative Energy Vectors	Materials For Energy Applications	3
Hydrogen and Alternative Energy Vectors	Nuclear Fission	1
Hydrogen and Alternative Energy Vectors	Process Systems: Components and Integration	2
Hydrogen and Alternative Energy Vectors	Solar Technology	3
Hydrogen and Alternative Energy Vectors	Whole Energy Systems	1
Hydrogen and Alternative Energy Vectors	Wind Power	1
ICT Networks & Distributed Systems	Analytical Science	1
ICT Networks & Distributed Systems	Architecture and Operating Systems	15
ICT Networks & Distributed Systems	Artificial Intelligence Technologies	14
ICT Networks & Distributed Systems	Biological Informatics	1
ICT Networks & Distributed Systems	Built Environment	1
ICT Networks & Distributed Systems	Complexity Science	8
ICT Networks & Distributed Systems	Control Engineering	6
ICT Networks & Distributed Systems	Databases	2
ICT Networks & Distributed Systems	Digital Signal Processing	11
ICT Networks & Distributed Systems	Energy Efficiency (End Use Energy Demand)	1
ICT Networks & Distributed Systems	Energy Networks	2
ICT Networks & Distributed Systems	Engineering Approaches to Manufacturing Operations	1
ICT Networks & Distributed Systems	Engineering Design	2
ICT Networks & Distributed Systems	Graphics and Visualisation	4
ICT Networks & Distributed Systems	Human Communication in ICT	2
ICT Networks & Distributed Systems	Human-Computer Interaction	26
ICT Networks & Distributed Systems	Image and Vision Computing	3
ICT Networks & Distributed Systems	Information Systems	33
ICT Networks & Distributed Systems	Mathematical Aspects of Operational Research	1
ICT Networks & Distributed Systems	Maths of Computing	10
ICT Networks & Distributed Systems	Microelectronics Design	3
ICT Networks & Distributed Systems	Mobile Computing	1
ICT Networks & Distributed Systems	Non-Linear Systems	2
ICT Networks & Distributed Systems	Optical Communications	11
ICT Networks & Distributed Systems	Optical Devices and Subsystems	2
ICT Networks & Distributed Systems	Optoelectronic Devices and Circuits	2
ICT Networks & Distributed Systems	Pervasive and Ubiquitous Computing	20
ICT Networks & Distributed Systems	Process Systems: Components and Integration	1
ICT Networks & Distributed Systems	Programming Languages and Compilers	8
ICT Networks & Distributed Systems	RF & Microwave Devices	3
ICT Networks & Distributed Systems	RF & MW Communications	18
ICT Networks & Distributed Systems	Robotics	1
ICT Networks & Distributed Systems	Sensors and Instrumentation	3
ICT Networks & Distributed Systems	Software Engineering	11
ICT Networks & Distributed Systems	Statistics and Applied Probability	7
ICT Networks & Distributed Systems	Structural Engineering	1
ICT Networks & Distributed Systems	Synthetic Biology	1
ICT Networks & Distributed Systems	Theory of Computation	19
ICT Networks & Distributed Systems	Transportation Operations and Management	3
ICT Networks & Distributed Systems	Verification and Correctness	19
Image and Vision Computing	Analytical Science	2
Image and Vision Computing	Architecture and Operating Systems	2
Image and Vision Computing	Artificial Intelligence Technologies	17
Image and Vision Computing	Assistive Technology, Rehabilitation and Musculoskeletal Biomechanics	2
Image and Vision Computing	Biomaterials and Tissue Engineering	1
Image and Vision Computing	Catalysis	3
Image and Vision Computing	Chemical Biology and Biological Chemistry	2
Image and Vision Computing	Chemical Reaction Dynamics and Mechanisms	3
Image and Vision Computing	Clinical Technologies (excluding imaging)	1
Image and Vision Computing	Control Engineering	2
Image and Vision Computing	Digital Signal Processing	6
Image and Vision Computing	Graphics and Visualisation	13
Image and Vision Computing	Human-Computer Interaction	10
Image and Vision Computing	ICT Networks & Distributed Systems	3
Image and Vision Computing	Information Systems	3
Image and Vision Computing	Manufacturing Technologies	3
Image and Vision Computing	Maths of Computing	1
Image and Vision Computing	Medical Imaging (inc medical image and vision computing)	13
Image and Vision Computing	Microelectronics Design	3
Image and Vision Computing	Music and Acoustic Technology	2
Image and Vision Computing	Natural Language Processing	1
Image and Vision Computing	Optical Communications	1
Image and Vision Computing	Optical Devices and Subsystems	3
Image and Vision Computing	Performance and Inspection of Mechanical Structures and Systems	1
Image and Vision Computing	Pervasive and Ubiquitous Computing	2
Image and Vision Computing	Programming Languages and Compilers	3
Image and Vision Computing	RF & Microwave Devices	1
Image and Vision Computing	RF & MW Communications	2
Image and Vision Computing	Robotics	10
Image and Vision Computing	Sensors and Instrumentation	9
Image and Vision Computing	Verification and Correctness	1
Image and Vision Computing	Vision, Hearing and Other Senses	18
Information Systems	Analytical Science	1
Information Systems	Architecture and Operating Systems	8
Information Systems	Artificial Intelligence Technologies	35
Information Systems	Assistive Technology, Rehabilitation and Musculoskeletal Biomechanics	1
Information Systems	Biological Informatics	6
Information Systems	Biomaterials and Tissue Engineering	1
Information Systems	Biophysics and Soft Matter Physics	1
Information Systems	Built Environment	3
Information Systems	Clinical Technologies (excluding imaging)	4
Information Systems	Coastal and Waterway Engineering	2
Information Systems	Complexity Science	2
Information Systems	Control Engineering	4
Information Systems	Databases	14
Information Systems	Digital Signal Processing	1
Information Systems	Engineering Approaches to Manufacturing Operations	3
Information Systems	Engineering Design	7
Information Systems	Geometry & Topology	1
Information Systems	Graphics and Visualisation	10
Information Systems	Human Communication in ICT	11
Information Systems	Human-Computer Interaction	67
Information Systems	ICT Networks & Distributed Systems	33
Information Systems	Image and Vision Computing	3
Information Systems	Manufacturing Technologies	1
Information Systems	Mathematical Aspects of Operational Research	1
Information Systems	Maths of Computing	5
Information Systems	Medical Imaging (inc medical image and vision computing)	1
Information Systems	Microelectronics Design	1
Information Systems	Microsystems	2
Information Systems	Mobile Computing	2
Information Systems	Music and Acoustic Technology	2
Information Systems	Natural Language Processing	9
Information Systems	Pervasive and Ubiquitous Computing	29
Information Systems	Programming Languages and Compilers	9
Information Systems	RF & MW Communications	2
Information Systems	Robotics	2
Information Systems	Sensors and Instrumentation	2
Information Systems	Software Engineering	12
Information Systems	Statistics and Applied Probability	5
Information Systems	Sustainable Land Management	1
Information Systems	Theory of Computation	7
Information Systems	Transportation Operations and Management	4
Information Systems	Verification and Correctness	7
Information Systems	Water Engineering	1
Light Matter Interaction and Optical Phenomena	Analytical Science	1
Light Matter Interaction and Optical Phenomena	Antihydrogen	2
Light Matter Interaction and Optical Phenomena	Biophysics and Soft Matter Physics	3
Light Matter Interaction and Optical Phenomena	Catalysis	1
Light Matter Interaction and Optical Phenomena	Chemical Reaction Dynamics and Mechanisms	3
Light Matter Interaction and Optical Phenomena	Chemical Structure	1
Light Matter Interaction and Optical Phenomena	Cold Atoms and Molecules	7
Light Matter Interaction and Optical Phenomena	Computational & Theoretical Chemistry	1
Light Matter Interaction and Optical Phenomena	Condensed Matter: Electronic Structure	3
Light Matter Interaction and Optical Phenomena	Materials Engineering - Ceramics	1
Light Matter Interaction and Optical Phenomena	Materials For Energy Applications	1
Light Matter Interaction and Optical Phenomena	Optical Devices and Subsystems	1
Light Matter Interaction and Optical Phenomena	Optoelectronic Devices and Circuits	1
Light Matter Interaction and Optical Phenomena	Photonic Materials and Metamaterials	4
Light Matter Interaction and Optical Phenomena	Plasma and Lasers	9
Light Matter Interaction and Optical Phenomena	Plasmonics	2
Light Matter Interaction and Optical Phenomena	Polymer Materials	1
Light Matter Interaction and Optical Phenomena	Quantum Devices, Components and Systems	2
Light Matter Interaction and Optical Phenomena	Quantum Fluids and Solids	1
Light Matter Interaction and Optical Phenomena	Quantum Optics and Information	14
Light Matter Interaction and Optical Phenomena	Superconductivity	1
Light Matter Interaction and Optical Phenomena	Surface Science	1
Light Matter Interaction and Optical Phenomena	Synthetic Supramolecular Chemistry	1
Logic and Combinatorics	Algebra	16
Logic and Combinatorics	Continuum Mechanics	8
Logic and Combinatorics	Geometry & Topology	13
Logic and Combinatorics	Mathematical Analysis	11
Logic and Combinatorics	Mathematical Aspects of Operational Research	4
Logic and Combinatorics	Mathematical Physics	10
Logic and Combinatorics	Non-Linear Systems	8
Logic and Combinatorics	Number Theory	12
Logic and Combinatorics	Numerical Analysis	9
Logic and Combinatorics	Quantum Optics and Information	1
Logic and Combinatorics	Statistics and Applied Probability	11
Logic and Combinatorics	Theory of Computation	4
Manufacturing Technologies	Artificial Intelligence Technologies	2
Manufacturing Technologies	Assistive Technology, Rehabilitation and Musculoskeletal Biomechanics	1
Manufacturing Technologies	Biomaterials and Tissue Engineering	7
Manufacturing Technologies	Catalysis	11
Manufacturing Technologies	Chemical Biology and Biological Chemistry	1
Manufacturing Technologies	Chemical Reaction Dynamics and Mechanisms	1
Manufacturing Technologies	Clinical Technologies (excluding imaging)	7
Manufacturing Technologies	Complex Fluids & Rheology	3
Manufacturing Technologies	Complexity Science	1
Manufacturing Technologies	Control Engineering	7
Manufacturing Technologies	Conventional Generation & Combustion	3
Manufacturing Technologies	Digital Signal Processing	3
Manufacturing Technologies	Energy Efficiency (End Use Energy Demand)	9
Manufacturing Technologies	Energy Storage	2
Manufacturing Technologies	Engineering Approaches to Manufacturing Operations	16
Manufacturing Technologies	Engineering Design	12
Manufacturing Technologies	Fluid Dynamics and Aerodynamics	1
Manufacturing Technologies	Fuel Cell Technology	1
Manufacturing Technologies	Functional Ceramics and Inorganics	4
Manufacturing Technologies	Geometry & Topology	2
Manufacturing Technologies	Graphene and Carbon Nanotechnology	8
Manufacturing Technologies	Graphics and Visualisation	1
Manufacturing Technologies	Hydrogen and Alternative Energy Vectors	1
Manufacturing Technologies	Image and Vision Computing	3
Manufacturing Technologies	Information Systems	1
Manufacturing Technologies	Materials Engineering - Ceramics	4
Manufacturing Technologies	Materials Engineering - Composites	16
Manufacturing Technologies	Materials Engineering - Metals & Alloys	29
Manufacturing Technologies	Materials For Energy Applications	4
Manufacturing Technologies	Mathematical Aspects of Operational Research	3
Manufacturing Technologies	Microelectronics Device Technology	1
Manufacturing Technologies	Microsystems	1
Manufacturing Technologies	Non CMOS Device Technology	10
Manufacturing Technologies	Non-Linear Systems	1
Manufacturing Technologies	Nuclear Fission	1
Manufacturing Technologies	Numerical Analysis	4
Manufacturing Technologies	Optical Communications	1
Manufacturing Technologies	Optical Devices and Subsystems	7
Manufacturing Technologies	Optoelectronic Devices and Circuits	16
Manufacturing Technologies	Particle Technology	6
Manufacturing Technologies	Performance and Inspection of Mechanical Structures and Systems	8
Manufacturing Technologies	Pervasive and Ubiquitous Computing	1
Manufacturing Technologies	Photonic Materials and Metamaterials	3
Manufacturing Technologies	Plasma and Lasers	5
Manufacturing Technologies	Plasmonics	1
Manufacturing Technologies	Polymer Materials	7
Manufacturing Technologies	Process Systems: Components and Integration	35
Manufacturing Technologies	Quantum Optics and Information	1
Manufacturing Technologies	Resource Efficiency	6
Manufacturing Technologies	RF & Microwave Devices	3
Manufacturing Technologies	Robotics	12
Manufacturing Technologies	Sensors and Instrumentation	10
Manufacturing Technologies	Solar Technology	2
Manufacturing Technologies	Statistics and Applied Probability	5
Manufacturing Technologies	Structural Engineering	1
Manufacturing Technologies	Surface Science	2
Manufacturing Technologies	Synthetic Biology	4
Manufacturing Technologies	Synthetic Supramolecular Chemistry	1
Manufacturing Technologies	Vision, Hearing and Other Senses	1
Manufacturing Technologies	Water Engineering	2
Marine Wave and Tidal	Coastal and Waterway Engineering	1
Marine Wave and Tidal	Fluid Dynamics and Aerodynamics	7
Marine Wave and Tidal	Software Engineering	3
Marine Wave and Tidal	Water Engineering	3
Marine Wave and Tidal	Wind Power	3
Materials Engineering - Ceramics	Analytical Science	2
Materials Engineering - Ceramics	Biomaterials and Tissue Engineering	2
Materials Engineering - Ceramics	Biophysics and Soft Matter Physics	2
Materials Engineering - Ceramics	Carbon Capture and Storage	1
Materials Engineering - Ceramics	Catalysis	3
Materials Engineering - Ceramics	Condensed Matter: Magnetism and Magnetic Materials	1
Materials Engineering - Ceramics	Engineering Design	1
Materials Engineering - Ceramics	Fluid Dynamics and Aerodynamics	1
Materials Engineering - Ceramics	Functional Ceramics and Inorganics	3
Materials Engineering - Ceramics	Human-Computer Interaction	1
Materials Engineering - Ceramics	Light Matter Interaction and Optical Phenomena	1
Materials Engineering - Ceramics	Manufacturing Technologies	4
Materials Engineering - Ceramics	Materials Engineering - Composites	5
Materials Engineering - Ceramics	Materials Engineering - Metals & Alloys	1
Materials Engineering - Ceramics	Materials For Energy Applications	2
Materials Engineering - Ceramics	Microelectronics Device Technology	1
Materials Engineering - Ceramics	Microsystems	1
Materials Engineering - Ceramics	Non CMOS Device Technology	1
Materials Engineering - Ceramics	Optoelectronic Devices and Circuits	1
Materials Engineering - Ceramics	Performance and Inspection of Mechanical Structures and Systems	2
Materials Engineering - Ceramics	Polymer Materials	2
Materials Engineering - Ceramics	Process Systems: Components and Integration	6
Materials Engineering - Ceramics	Quantum Fluids and Solids	1
Materials Engineering - Ceramics	Spintronics	1
Materials Engineering - Ceramics	Surface Science	1
Materials Engineering - Ceramics	Vision, Hearing and Other Senses	1
Materials Engineering - Composites	Biomaterials and Tissue Engineering	3
Materials Engineering - Composites	Built Environment	1
Materials Engineering - Composites	Carbon Capture and Storage	1
Materials Engineering - Composites	Clinical Technologies (excluding imaging)	4
Materials Engineering - Composites	Condensed Matter: Electronic Structure	1
Materials Engineering - Composites	Condensed Matter: Magnetism and Magnetic Materials	1
Materials Engineering - Composites	Control Engineering	1
Materials Engineering - Composites	Engineering Approaches to Manufacturing Operations	2
Materials Engineering - Composites	Engineering Design	3
Materials Engineering - Composites	Fluid Dynamics and Aerodynamics	1
Materials Engineering - Composites	Functional Ceramics and Inorganics	3
Materials Engineering - Composites	Graphene and Carbon Nanotechnology	6
Materials Engineering - Composites	Ground Engineering	1
Materials Engineering - Composites	Manufacturing Technologies	16
Materials Engineering - Composites	Materials Engineering - Ceramics	5
Materials Engineering - Composites	Materials Engineering - Metals & Alloys	3
Materials Engineering - Composites	Materials For Energy Applications	5
Materials Engineering - Composites	Mathematical Analysis	1
Materials Engineering - Composites	Medical Imaging (inc medical image and vision computing)	3
Materials Engineering - Composites	Microelectronics Device Technology	1
Materials Engineering - Composites	Microsystems	1
Materials Engineering - Composites	Non CMOS Device Technology	1
Materials Engineering - Composites	Nuclear Fission	1
Materials Engineering - Composites	Optical Devices and Subsystems	1
Materials Engineering - Composites	Optoelectronic Devices and Circuits	3
Materials Engineering - Composites	Particle Technology	2
Materials Engineering - Composites	Performance and Inspection of Mechanical Structures and Systems	11
Materials Engineering - Composites	Photonic Materials and Metamaterials	4
Materials Engineering - Composites	Polymer Materials	12
Materials Engineering - Composites	Process Systems: Components and Integration	1
Materials Engineering - Composites	Resource Efficiency	2
Materials Engineering - Composites	Robotics	1
Materials Engineering - Composites	Sensors and Instrumentation	2
Materials Engineering - Composites	Spintronics	1
Materials Engineering - Composites	Structural Engineering	1
Materials Engineering - Composites	Superconductivity	1
Materials Engineering - Composites	Surface Science	1
Materials Engineering - Composites	Synthetic Biology	2
Materials Engineering - Metals & Alloys	Catalysis	2
Materials Engineering - Metals & Alloys	Complex Fluids & Rheology	1
Materials Engineering - Metals & Alloys	Condensed Matter: Electronic Structure	1
Materials Engineering - Metals & Alloys	Condensed Matter: Magnetism and Magnetic Materials	2
Materials Engineering - Metals & Alloys	Control Engineering	1
Materials Engineering - Metals & Alloys	Conventional Generation & Combustion	3
Materials Engineering - Metals & Alloys	Energy Efficiency (End Use Energy Demand)	2
Materials Engineering - Metals & Alloys	Engineering Approaches to Manufacturing Operations	3
Materials Engineering - Metals & Alloys	Functional Ceramics and Inorganics	5
Materials Engineering - Metals & Alloys	Manufacturing Technologies	29
Materials Engineering - Metals & Alloys	Materials Engineering - Ceramics	1
Materials Engineering - Metals & Alloys	Materials Engineering - Composites	3
Materials Engineering - Metals & Alloys	Materials For Energy Applications	6
Materials Engineering - Metals & Alloys	Non CMOS Device Technology	1
Materials Engineering - Metals & Alloys	Nuclear Fission	1
Materials Engineering - Metals & Alloys	Optical Devices and Subsystems	1
Materials Engineering - Metals & Alloys	Particle Technology	2
Materials Engineering - Metals & Alloys	Performance and Inspection of Mechanical Structures and Systems	12
Materials Engineering - Metals & Alloys	Photonic Materials and Metamaterials	2
Materials Engineering - Metals & Alloys	Polymer Materials	2
Materials Engineering - Metals & Alloys	Process Systems: Components and Integration	1
Materials Engineering - Metals & Alloys	Resource Efficiency	2
Materials Engineering - Metals & Alloys	Robotics	1
Materials Engineering - Metals & Alloys	Sensors and Instrumentation	2
Materials Engineering - Metals & Alloys	Superconductivity	2
Materials Engineering - Metals & Alloys	Surface Science	2
Materials Engineering - Metals & Alloys	Transportation Operations and Management	4
Materials For Energy Applications	Analytical Science	2
Materials For Energy Applications	Bioenergy	1
Materials For Energy Applications	Biomaterials and Tissue Engineering	5
Materials For Energy Applications	Biophysics and Soft Matter Physics	14
Materials For Energy Applications	Built Environment	1
Materials For Energy Applications	Carbon Capture and Storage	3
Materials For Energy Applications	Catalysis	9
Materials For Energy Applications	Chemical Structure	2
Materials For Energy Applications	CMOS Device Technology	1
Materials For Energy Applications	Computational & Theoretical Chemistry	15
Materials For Energy Applications	Condensed Matter: Electronic Structure	19
Materials For Energy Applications	Condensed Matter: Magnetism and Magnetic Materials	19
Materials For Energy Applications	Displays	2
Materials For Energy Applications	Electrochemical Sciences	2
Materials For Energy Applications	Energy Efficiency (End Use Energy Demand)	1
Materials For Energy Applications	Energy Storage	2
Materials For Energy Applications	Fluid Dynamics and Aerodynamics	1
Materials For Energy Applications	Fuel Cell Technology	3
Materials For Energy Applications	Functional Ceramics and Inorganics	25
Materials For Energy Applications	Graphene and Carbon Nanotechnology	12
Materials For Energy Applications	Ground Engineering	1
Materials For Energy Applications	Hydrogen and Alternative Energy Vectors	3
Materials For Energy Applications	Light Matter Interaction and Optical Phenomena	1
Materials For Energy Applications	Manufacturing Technologies	4
Materials For Energy Applications	Materials Engineering - Ceramics	2
Materials For Energy Applications	Materials Engineering - Composites	5
Materials For Energy Applications	Materials Engineering - Metals & Alloys	6
Materials For Energy Applications	Mathematical Physics	1
Materials For Energy Applications	Microsystems	1
Materials For Energy Applications	Non CMOS Device Technology	6
Materials For Energy Applications	Nuclear Fission	3
Materials For Energy Applications	Optical Devices and Subsystems	2
Materials For Energy Applications	Optoelectronic Devices and Circuits	7
Materials For Energy Applications	Performance and Inspection of Mechanical Structures and Systems	4
Materials For Energy Applications	Photonic Materials and Metamaterials	16
Materials For Energy Applications	Polymer Materials	17
Materials For Energy Applications	Process Systems: Components and Integration	2
Materials For Energy Applications	Programming Languages and Compilers	1
Materials For Energy Applications	Quantum Fluids and Solids	1
Materials For Energy Applications	Resource Efficiency	1
Materials For Energy Applications	Sensors and Instrumentation	1
Materials For Energy Applications	Solar Technology	3
Materials For Energy Applications	Spintronics	3
Materials For Energy Applications	Structural Engineering	1
Materials For Energy Applications	Superconductivity	5
Materials For Energy Applications	Surface Science	4
Materials For Energy Applications	Synthetic Coordination Chemistry	1
Materials For Energy Applications	Synthetic Organic Chemistry	1
Materials For Energy Applications	Synthetic Supramolecular Chemistry	1
Materials For Energy Applications	Whole Energy Systems	1
Materials For Energy Applications	Wind Power	1
Mathematical Analysis	Algebra	17
Mathematical Analysis	Analytical Science	1
Mathematical Analysis	Biomaterials and Tissue Engineering	2
Mathematical Analysis	Biophysics and Soft Matter Physics	2
Mathematical Analysis	Chemical Biology and Biological Chemistry	1
Mathematical Analysis	Clinical Technologies (excluding imaging)	1
Mathematical Analysis	Complexity Science	3
